postac_a,postac_b,sila_relacji
KNIGHT,PRINCESSES/PUSS/DONKEY,3
KNIGHT,MUFFIN MAN,3
KNIGHT,MERLIN,3
KNIGHT,SHOUTING,3
KNIGHT,SCRIPT,3
JOCKS,TEACHER,3
LANCELOT,MUFFIN MAN,3
LANCELOT,MERLIN,3
ALL,OGRE BABY,3
EVIL DWARF #1,TEENAGER,3
EVIL DWARF #1,TEACHER,3
EVIL DWARF #1,STUDENTS,3
PIGS,TEACHER,3
PIGS,SHOUTING,3
PINOCCHIO,SLEEPING BEAUTY,3
PINOCCHIO,SHOUTING,3
PINOCCHIO,SHIP CAPTAIN,3
PINOCCHIO,SCRIPT,3
PINOCCHIO,QUIETLY,3
PINOCCHIO,PRINCIPAL PYNCHLEY,3
PINOCCHIO,PRINCESSES/PUSS/DONKEY,3
PINOCCHIO,PRINCESSES,3
EVIL DWARFS,SNOW WHITE,3
EVIL DWARFS,SHREK,3
EVIL DWARFS,RUMPLESTILTSKIN,3
EVIL DWARFS,RAPUNZEL,3
EVIL DWARFS,PUSS,3
PINOCCHIO,PIRATES,3
PIGS,WOLF,3
PIGS,WIZARD HEAD,3
PINOCCHIO,TEENAGER,3
EVIL DWARFS,PRINCE CHARMING,3
EVIL DWARFS,PINOCCHIO,3
EVIL DWARFS,PIG #1,3
EVIL DWARFS,MABEL,3
PINOCCHIO,STUDENTS,3
EVIL DWARF #1,XAVIER,3
EVIL DWARF #1,WOLF,3
EVIL DWARF #1,WIZARD HEAD,3
EVIL DWARF #1,VAN STUDENT,3
EVIL DWARF #1,TIFFANY,3
EVIL DWARF #1,QUIETLY,3
EVIL DWARF #1,QUEEN,3
PIGS,QUIETLY,3
PIGS,QUEEN,3
PIGS,PRINCESSES/PUSS/DONKEY,3
EVIL KNIGHT #1,GARY,3
EVIL KNIGHT #1,FEMALE STUDENT #1,3
EVIL KNIGHT #1,EVIL WITCHES,3
EVIL KNIGHT #1,EVIL QUEEN,3
EVIL DWARFS,WOLF,3
EVIL KNIGHT #1,MUFFIN MAN,3
EVIL KNIGHT #1,MOTHER,3
EVIL KNIGHT #1,MERLIN,3
EVIL KNIGHT #1,LANCELOT,3
EVIL KNIGHT #1,KNIGHT,3
EVIL KNIGHT #1,JOCKS,3
EVIL KNIGHT #1,GUARD #1,3
EVIL KNIGHT #1,GRITTED TEETH,3
EVIL KNIGHT #1,GINGERBREAD MAN/PINOCCHIO,3
PIGS,SCRIPT,3
EVIL DWARF #1,SNOW WHITE,3
EVIL DWARF #1,SLEEPING BEAUTY,3
EVIL DWARFS,GINGERBREAD MAN,3
EVIL DWARFS,FIONA,3
PIRATES,QUEEN,3
PIRATES,PRINCIPAL PYNCHLEY,3
PIRATES,PRINCESSES/PUSS/DONKEY,3
EVIL DWARF #1,SHOUTING,3
EVIL DWARF #1,SHIP CAPTAIN,3
EVIL DWARF #1,SCRIPT,3
EVIL DWARF #1,RUMPLESTILTSKIN,3
EVIL DWARF #1,RAPUNZEL,3
EVIL KNIGHT #1,SHIP CAPTAIN,3
EVIL KNIGHT #1,SCRIPT,3
EVIL KNIGHT #1,QUIETLY,3
PIGS,PIRATES,3
PIGS,PINOCCHIO,3
PIG #2,WIZARD HEAD,3
EVIL KNIGHT #1,PRINCIPAL PYNCHLEY,3
EVIL KNIGHT #1,PRINCESSES/PUSS/DONKEY,3
EVIL KNIGHT #1,PRINCESSES,3
EVIL KNIGHT #1,PIRATES,3
EVIL KNIGHT #1,PIGS,3
EVIL KNIGHT #1,PIG #2,3
EVIL KNIGHT #1,OGRE BABY,3
EVIL KNIGHT #1,HALL MONITOR,3
EVIL KNIGHT #1,GUINEVERRE,3
EVIL KNIGHT #1,GUARD #2,3
EVIL DWARF #1,OGRE,3
EVIL DWARF #1,NANNY DWARF,3
EVIL QUEEN,FAIRYTALE CREATURES,3
EVIL QUEEN,EVIL WITCHES,3
EVIL QUEEN,EVIL TREE #2,3
EVIL QUEEN,EVIL TREE #1,3
EVIL KNIGHT #1,XAVIER,3
EVIL KNIGHT #1,OGRE,3
EVIL KNIGHT #1,NANNY DWARF,3
EVIL KNIGHT #1,VAN STUDENT,3
EVIL KNIGHT #1,TIFFANY,3
EVIL KNIGHT #1,TEENAGER,3
EVIL KNIGHT #1,TEACHER,3
EVIL KNIGHT #1,STUDENTS,3
EVIL KNIGHT #1,SLEEPING BEAUTY,3
EVIL KNIGHT #1,SHOUTING,3
EVIL QUEEN,HEADLESS HORSEMAN,3
EVIL KNIGHT #1,QUEEN,3
EVIL QUEEN,GUARD #2,3
EVIL QUEEN,GUARD #1,3
EVIL DWARF #1,PRINCIPAL PYNCHLEY,3
EVIL DWARF #1,PRINCESSES/PUSS/DONKEY,3
EVIL DWARF #1,PRINCESSES,3
EVIL DWARF #1,PRINCE CHARMING,3
EVIL DWARF #1,PIRATES,3
EVIL DWARFS,EVIL TREES,3
EVIL DWARFS,EVIL KNIGHT #1,3
EVIL DWARF #1,EVIL TREES,3
EVIL DWARF #1,PIGS,3
EVIL DWARF #1,PIG #2,3
EVIL DWARF #1,PIG #1,3
EVIL DWARF #1,OGRE BABY,3
EVIL DWARF #1,MOTHER,3
EVIL DWARF #1,MERLIN,3
EVIL DWARF #1,MABEL,3
EVIL DWARF #1,LANCELOT,3
EVIL DWARF #1,KNIGHT,3
EVIL DWARF #1,JOCKS,3
PIRATES,SHOUTING,3
PIRATES,SHIP CAPTAIN,3
PIRATES,SCRIPT,3
PIRATES,RUMPLESTILTSKIN,3
PIRATES,RAPUNZEL,3
PIRATES,QUIETLY,3
EVIL DWARF #1,HALL MONITOR,3
EVIL DWARF #1,GUINEVERRE,3
EVIL QUEEN,HOOK,3
EVIL QUEEN,HIS EARS,3
EVIL TREE #1,HOOK,3
EVIL QUEEN,QUIETLY,3
EVIL QUEEN,PRINCESSES/PUSS/DONKEY,3
EVIL DWARF #1,GRITTED TEETH,3
EVIL DWARF #1,GINGERBREAD MAN/PINOCCHIO,3
EVIL DWARF #1,GINGERBREAD MAN,3
EVIL DWARF #1,GARY,3
EVIL DWARF #1,FIONA,3
EVIL DWARF #1,FEMALE STUDENT #1,3
DRIVERS ED INSTRUCTOR,TEACHER,3
PIRATES,WIZARD HEAD,3
EVIL QUEEN,PIRATES,3
EVIL QUEEN,OTHER PIRATES,3
EVIL KNIGHT #1,WIZARD HEAD,3
EVIL QUEEN,MUFFIN MAN,3
EVIL DWARF #1,MUFFIN MAN,3
EVIL QUEEN,WIZARD HEAD,3
EVIL QUEEN,VILLAINS,3
EVIL QUEEN,TEACHER,3
PIRATES,VAN STUDENT,3
PIRATES,TIFFANY,3
PIRATES,TEENAGER,3
PIRATES,TEACHER,3
PIRATES,STUDENTS,3
PIRATES,SNOW WHITE,3
PIRATES,SLEEPING BEAUTY,3
DRIVERS ED INSTRUCTOR,QUIETLY,3
DRIVERS ED INSTRUCTOR,QUEEN,3
DRIVERS ED INSTRUCTOR,PRINCESSES/PUSS/DONKEY,3
DRIVERS ED INSTRUCTOR,PIRATES,3
EVIL QUEEN,SHOUTING,3
EVIL QUEEN,SCRIPT,3
DRAGON,PIRATES,3
DRIVERS ED INSTRUCTOR,EVIL KNIGHT #1,3
DRIVERS ED INSTRUCTOR,EVIL DWARF #1,3
DRIVERS ED INSTRUCTOR,SHOUTING,3
DRIVERS ED INSTRUCTOR,SCRIPT,3
DRIVERS ED INSTRUCTOR,GUARD #2,3
DRIVERS ED INSTRUCTOR,GUARD #1,3
DRIVERS ED INSTRUCTOR,PINOCCHIO,3
EVIL DWARF #1,EVIL QUEEN,3
EVIL DWARF #1,EVIL KNIGHT #1,3
DRIVERS ED INSTRUCTOR,WOLF,3
DRIVERS ED INSTRUCTOR,WIZARD HEAD,3
DRIVERS ED INSTRUCTOR,MUFFIN MAN,3
DRIVERS ED INSTRUCTOR,MERLIN,3
PIG #2,SHOUTING,3
PIG #2,SCRIPT,3
EVIL TREE #1,PINOCCHIO,3
EVIL TREE #1,PIG #1,3
EVIL TREE #1,OTHER PIRATES,3
EVIL TREE #1,MERLIN,3
DRAGON,WIZARD HEAD,3
DRAGON,VILLAINS,3
DRAGON,TEACHER,3
DRAGON,HOOK,3
DRAGON,SHOUTING,3
DRAGON,SCRIPT,3
PIG #2,PRINCESSES/PUSS/DONKEY,3
PIG #2,PIRATES,3
EVIL TREE #1,HEADLESS HORSEMAN,3
EVIL TREE #1,FIONA,3
EVIL TREE #1,EVIL TREE #2,3
DRIVERS ED INSTRUCTOR,EVIL WITCHES,3
PIG #1,VILLAINS,3
EVIL TREE #1,SHREK,3
EVIL TREE #1,RUMPLESTILTSKIN,3
EVIL TREE #1,RAPUNZEL,3
DRAGON,QUIETLY,3
DRAGON,QUEEN,3
DRAGON,PRINCESSES/PUSS/DONKEY,3
PRINCE CHARMING,PRINCESSES/PUSS/DONKEY,3
PIRATES,XAVIER,3
PIRATES,WOLF,3
EVIL TREE #1,PUSS,3
EVIL TREE #1,PRINCE CHARMING,3
EVIL TREE #2,FIONA,3
EVIL TREE #1,WOLF,3
EVIL TREE #1,VILLAINS,3
PIG #2,QUIETLY,3
EVIL TREE #2,OTHER PIRATES,3
OTHER PIRATES,SHREK,3
PIG #1,SHOUTING,3
PIG #1,SCRIPT,3
PIG #1,QUIETLY,3
DRAGON,OTHER PIRATES,3
DRAGON,MUFFIN MAN,3
DRAGON,EVIL WITCHES,3
DRAGON,EVIL TREE #2,3
DRAGON,EVIL TREE #1,3
PIG #1,PUPPET MASTER,3
PIG #1,PRINCESSES/PUSS/DONKEY,3
EVIL TREE #2,MERLIN,3
EVIL TREE #2,HOOK,3
EVIL TREE #2,HEADLESS HORSEMAN,3
PIG #1,WIZARD HEAD,3
DRAGON,EVIL DWARF #1,3
DORIS,MUFFIN MAN,3
DORIS,MERLIN,3
DRAGON,HEADLESS HORSEMAN,3
DRAGON,GUARD #2,3
DRAGON,GUARD #1,3
DORIS,QUIETLY,3
PRINCE CHARMING,SHOUTING,3
DORIS,WIZARD HEAD,3
DORIS,TEACHER,3
EVIL TREE #2,RUMPLESTILTSKIN,3
EVIL TREE #2,RAPUNZEL,3
EVIL TREE #2,PUSS,3
EVIL TREE #2,PRINCE CHARMING,3
EVIL TREE #2,PINOCCHIO,3
EVIL TREE #2,PIG #1,3
OTHER PIRATES,PINOCCHIO,3
OTHER PIRATES,PIG #1,3
OGRE BABY,WOLF,3
DORIS,SHOUTING,3
DORIS,SCRIPT,3
DONKEY,TEACHER,3
DORIS,GUARD #2,3
DORIS,GUARD #1,3
OGRE BABY,WIZARD HEAD,3
OGRE BABY,TEACHER,3
EVIL TREES,EVIL WITCHES,3
PIG #1,PIRATES,3
OTHER PIRATES,WOLF,3
OTHER PIRATES,VILLAINS,3
DORIS,PIRATES,3
DRAGON,EVIL KNIGHT #1,3
DONKEY,SCRIPT,3
DONKEY,QUIETLY,3
DONKEY,OTHER PIRATES,3
DONKEY,MUFFIN MAN,3
DONKEY,VILLAINS,3
DORIS,EVIL WITCHES,3
DONKEY,PUPPET MASTER,3
DORIS,EVIL DWARFS,3
DORIS,EVIL DWARF #1,3
OGRE BABY,QUIETLY,3
OGRE BABY,QUEEN,3
OGRE BABY,PRINCESSES/PUSS/DONKEY,3
OTHER PIRATES,RUMPLESTILTSKIN,3
OTHER PIRATES,RAPUNZEL,3
OTHER PIRATES,PUSS,3
OTHER PIRATES,PRINCE CHARMING,3
CYCLOPS,PRINCESSES/PUSS/DONKEY,3
CYCLOPS,PIRATES,3
DONKEY,HOOK,3
CYCLOPS,SHOUTING,3
DONKEY,EVIL TREE #2,3
DONKEY,EVIL TREE #1,3
DONKEY,EVIL DWARFS,3
PRINCE CHARMING,WIZARD HEAD,3
PRINCE CHARMING,VILLAINS,3
DONKEY,HEADLESS HORSEMAN,3
EVIL TREES,PIRATES,3
EVIL TREE #2,WOLF,3
EVIL TREE #2,VILLAINS,3
EVIL TREE #2,SHREK,3
OGRE BABY,SHOUTING,3
OGRE BABY,SCRIPT,3
EVIL TREES,MUFFIN MAN,3
CYCLOPS,FAIRYTALE CREATURES,3
CYCLOPS,EVIL WITCHES,3
CYCLOPS,EVIL DWARFS,3
COSTUME STUDENT 2,PIRATES,3
COSTUME STUDENT 2,PINOCCHIO,3
CYCLOPS,HIS EARS,3
CYCLOPS,GUARD #2,3
CYCLOPS,GUARD #1,3
EVIL TREES,MERLIN,3
OGRE BABY,PIRATES,3
EVIL TREES,GUARD #2,3
EVIL TREES,GUARD #1,3
CYCLOPS,WIZARD HEAD,3
CYCLOPS,EVIL DWARF #1,3
CYCLOPS,MERLIN,3
EVIL TREES,SHOUTING,3
EVIL TREES,SCRIPT,3
EVIL TREES,QUIETLY,3
EVIL TREES,QUEEN,3
COSTUME STUDENT 2,WOLF,3
COSTUME STUDENT 2,WIZARD HEAD,3
COSTUME STUDENT 2,TEACHER,3
PRINCESSES,SCRIPT,3
PRINCESSES,QUIETLY,3
COSTUME STUDENT 2,SHOUTING,3
COSTUME STUDENT 2,SCRIPT,3
EVIL TREES,PRINCESSES/PUSS/DONKEY,3
EVIL WITCHES,GRITTED TEETH,3
EVIL WITCHES,GINGERBREAD MAN/PINOCCHIO,3
EVIL WITCHES,GINGERBREAD MAN,3
EVIL WITCHES,GARY,3
EVIL WITCHES,FIONA,3
EVIL WITCHES,FEMALE STUDENT #1,3
EVIL TREES,WIZARD HEAD,3
COSTUME STUDENT 2,QUIETLY,3
COSTUME STUDENT 2,QUEEN,3
COSTUME STUDENT 2,PRINCESSES/PUSS/DONKEY,3
COSTUME STUDENT 2,MERLIN,3
PRINCESSES,WIZARD HEAD,3
EVIL TREES,TEACHER,3
EVIL WITCHES,OGRE,3
EVIL WITCHES,NANNY DWARF,3
EVIL WITCHES,MUFFIN MAN,3
EVIL WITCHES,MOTHER,3
EVIL WITCHES,MERLIN,3
EVIL WITCHES,MABEL,3
EVIL WITCHES,LANCELOT,3
EVIL WITCHES,GUINEVERRE,3
OGRE BABY,PINOCCHIO,3
COSTUME STUDENT 2,EVIL WITCHES,3
COSTUME STUDENT 2,MUFFIN MAN,3
COSTUME STUDENT 2,EVIL KNIGHT #1,3
COSTUME STUDENT 2,EVIL DWARF #1,3
PRINCESSES,TEACHER,3
PRINCESSES,SHOUTING,3
COSTUME STUDENT 2,GUARD #2,3
COSTUME STUDENT 2,GUARD #1,3
EVIL WITCHES,RAPUNZEL,3
EVIL WITCHES,QUIETLY,3
EVIL WITCHES,QUEEN,3
EVIL WITCHES,PRINCIPAL PYNCHLEY,3
EVIL WITCHES,PRINCESSES/PUSS/DONKEY,3
EVIL WITCHES,PRINCESSES,3
EVIL WITCHES,PRINCE CHARMING,3
EVIL WITCHES,PIRATES,3
EVIL WITCHES,PIGS,3
EVIL WITCHES,PIG #2,3
EVIL WITCHES,PIG #1,3
EVIL WITCHES,OGRE BABY,3
COSTUME STUDENT 1,WOLF,3
COSTUME STUDENT 1,WIZARD HEAD,3
COSTUME STUDENT 1,TEACHER,3
COSTUME STUDENT 1,SHOUTING,3
OGRE,WOLF,3
OGRE,WIZARD HEAD,3
OGRE,TEACHER,3
EVIL WITCHES,KNIGHT,3
EVIL WITCHES,JOCKS,3
EVIL WITCHES,HALL MONITOR,3
EVIL WITCHES,TIFFANY,3
EVIL WITCHES,TEENAGER,3
EVIL WITCHES,TEACHER,3
COSTUME STUDENT 1,SCRIPT,3
COSTUME STUDENT 1,QUIETLY,3
COSTUME STUDENT 1,QUEEN,3
COSTUME STUDENT 1,PRINCESSES/PUSS/DONKEY,3
COSTUME STUDENT 1,PIRATES,3
COSTUME STUDENT 1,PINOCCHIO,3
EVIL WITCHES,STUDENTS,3
EVIL WITCHES,SNOW WHITE,3
EVIL WITCHES,SLEEPING BEAUTY,3
EVIL WITCHES,SHOUTING,3
EVIL WITCHES,SHIP CAPTAIN,3
EVIL WITCHES,SCRIPT,3
EVIL WITCHES,RUMPLESTILTSKIN,3
OGRE,SCRIPT,3
COSTUME STUDENT 1,GUARD #2,3
COSTUME STUDENT 1,GUARD #1,3
PRINCESSES/PUSS/DONKEY,STUDENTS,3
COSTUME STUDENT 1,MUFFIN MAN,3
COSTUME STUDENT 1,MERLIN,3
PRINCESSES/PUSS/DONKEY,QUIETLY,3
PRINCESSES/PUSS/DONKEY,PRINCIPAL PYNCHLEY,3
PRINCESSES,WOLF,3
OGRE,QUIETLY,3
OGRE,QUEEN,3
OGRE,PRINCESSES/PUSS/DONKEY,3
EVIL WITCHES,XAVIER,3
EVIL WITCHES,WOLF,3
EVIL WITCHES,WIZARD HEAD,3
EVIL WITCHES,VAN STUDENT,3
COSTUME STUDENT 1,EVIL KNIGHT #1,3
COSTUME STUDENT 1,EVIL DWARF #1,3
CINDERELLA,PIRATES,3
CINDERELLA,PINOCCHIO,3
PRINCESSES/PUSS/DONKEY,SHREK,3
PRINCESSES/PUSS/DONKEY,SHOUTING,3
PRINCESSES/PUSS/DONKEY,SHIP CAPTAIN,3
PRINCESSES/PUSS/DONKEY,SCRIPT,3
PRINCESSES/PUSS/DONKEY,RUMPLESTILTSKIN,3
PRINCESSES/PUSS/DONKEY,RAPUNZEL,3
CINDERELLA,TEACHER,3
CINDERELLA,SHOUTING,3
NANNY DWARF,WOLF,3
NANNY DWARF,WIZARD HEAD,3
FAIRYTALE CREATURES,GINGERBREAD MAN,3
OGRE,SHOUTING,3
FAIRYTALE CREATURES,RUMPLESTILTSKIN,3
FAIRYTALE CREATURES,PUPPET MASTER,3
CINDERELLA,WOLF,3
CINDERELLA,WIZARD HEAD,3
PRINCESSES/PUSS/DONKEY,TEENAGER,3
PRINCESSES/PUSS/DONKEY,TEACHER,3
CINDERELLA,MUFFIN MAN,3
CINDERELLA,MERLIN,3
NANNY DWARF,SHOUTING,3
NANNY DWARF,SCRIPT,3
NANNY DWARF,QUIETLY,3
OGRE,PIRATES,3
FAIRYTALE CREATURES,OGRE,3
FAIRYTALE CREATURES,MABEL,3
CINDERELLA,SCRIPT,3
COSTUME STUDENT 1,EVIL WITCHES,3
PRINCESSES/PUSS/DONKEY,WOLF,3
PRINCESSES/PUSS/DONKEY,WIZARD HEAD,3
PRINCESSES/PUSS/DONKEY,VAN STUDENT,3
PRINCESSES/PUSS/DONKEY,TIFFANY,3
CHEERLEADERS,WOLF,3
CHEERLEADERS,WIZARD HEAD,3
CHEERLEADERS,TEACHER,3
CINDERELLA,GUARD #2,3
CINDERELLA,GUARD #1,3
CINDERELLA,QUIETLY,3
CINDERELLA,EVIL KNIGHT #1,3
CINDERELLA,EVIL DWARF #1,3
PRINCIPAL PYNCHLEY,SCRIPT,3
FEMALE STUDENT #1,GUARD #2,3
FEMALE STUDENT #1,GUARD #1,3
NANNY DWARF,TEACHER,3
CHEERLEADERS,GUARD #2,3
CHEERLEADERS,GUARD #1,3
CHEERLEADERS,PIRATES,3
CHEERLEADERS,MUFFIN MAN,3
CHEERLEADERS,MERLIN,3
CINDERELLA,EVIL WITCHES,3
CHEERLEADERS,QUIETLY,3
CHEERLEADERS,QUEEN,3
CHEERLEADERS,PRINCESSES/PUSS/DONKEY,3
FEMALE STUDENT #1,SHOUTING,3
FEMALE STUDENT #1,SCRIPT,3
NANNY DWARF,QUEEN,3
NANNY DWARF,PRINCESSES/PUSS/DONKEY,3
PRINCIPAL PYNCHLEY,QUIETLY,3
PRINCIPAL PYNCHLEY,QUEEN,3
PRINCESSES/PUSS/DONKEY,XAVIER,3
FEMALE STUDENT #1,PIRATES,3
CAPTAIN HOOK,OTHER PIRATES,3
CAPTAIN HOOK,WIZARD HEAD,3
CAPTAIN HOOK,VILLAINS,3
CHEERLEADERS,EVIL WITCHES,3
CHEERLEADERS,PINOCCHIO,3
CAPTAIN HOOK,QUIETLY,3
CHEERLEADERS,EVIL KNIGHT #1,3
CHEERLEADERS,EVIL DWARF #1,3
FEMALE STUDENT #1,PINOCCHIO,3
FEMALE STUDENT #1,WOLF,3
FEMALE STUDENT #1,WIZARD HEAD,3
FEMALE STUDENT #1,MUFFIN MAN,3
FEMALE STUDENT #1,MERLIN,3
CHEERLEADERS,SHOUTING,3
CHEERLEADERS,SCRIPT,3
CAPTAIN HOOK,PRINCESSES/PUSS/DONKEY,3
CAPTAIN HOOK,HOOK,3
CAPTAIN HOOK,HIS EARS,3
CAPTAIN HOOK,HEADLESS HORSEMAN,3
CAPTAIN HOOK,GUARD #2,3
CAPTAIN HOOK,GUARD #1,3
PUPPET MASTER,PUSS,3
CAPTAIN HOOK,SHOUTING,3
CAPTAIN HOOK,SCRIPT,3
PRINCIPAL PYNCHLEY,SHOUTING,3
MUFFIN MAN,XAVIER,3
MUFFIN MAN,WIZARD HEAD,3
MUFFIN MAN,VAN STUDENT,3
FEMALE STUDENT #1,QUIETLY,3
FEMALE STUDENT #1,QUEEN,3
FEMALE STUDENT #1,PRINCESSES/PUSS/DONKEY,3
BY A MONSTER TRYING TO RELATE TO,TIFFANY,3
BY A MONSTER TRYING TO RELATE TO,TEENAGER,3
PRINCIPAL PYNCHLEY,WOLF,3
PRINCIPAL PYNCHLEY,WIZARD HEAD,3
PRINCIPAL PYNCHLEY,TEACHER,3
CAPTAIN HOOK,EVIL WITCHES,3
CAPTAIN HOOK,EVIL TREE #2,3
CAPTAIN HOOK,EVIL TREE #1,3
CAPTAIN HOOK,EVIL KNIGHT #1,3
CAPTAIN HOOK,EVIL DWARF #1,3
FIONA,GUARD #2,3
FIONA,GUARD #1,3
FIONA,PIRATES,3
FEMALE STUDENT #1,TEACHER,3
NANNY DWARF,PIRATES,3
NANNY DWARF,PINOCCHIO,3
BY A MONSTER TRYING TO RELATE TO,RAPUNZEL,3
BY A MONSTER TRYING TO RELATE TO,QUIETLY,3
BY A MONSTER TRYING TO RELATE TO,QUEEN,3
BY A MONSTER TRYING TO RELATE TO,PUSS,3
BY A MONSTER TRYING TO RELATE TO,PRINCIPAL PYNCHLEY,3
BY A MONSTER TRYING TO RELATE TO,PRINCESSES/PUSS/DONKEY,3
BY A MONSTER TRYING TO RELATE TO,PRINCESSES,3
PUPPET MASTER,SHREK,3
FIONA,SHOUTING,3
MUFFIN MAN,TIFFANY,3
MUFFIN MAN,TEENAGER,3
FIONA,HOOK,3
FIONA,HEADLESS HORSEMAN,3
BY A MONSTER TRYING TO RELATE TO,XAVIER,3
BY A MONSTER TRYING TO RELATE TO,WOLF,3
BY A MONSTER TRYING TO RELATE TO,VAN STUDENT,3
FIONA,SCRIPT,3
FIONA,QUIETLY,3
FIONA,PUPPET MASTER,3
PUPPET MASTER,SHIP CAPTAIN,3
BY A MONSTER TRYING TO RELATE TO,OGRE BABY,3
BY A MONSTER TRYING TO RELATE TO,OGRE,3
BY A MONSTER TRYING TO RELATE TO,NANNY DWARF,3
BY A MONSTER TRYING TO RELATE TO,MUFFIN MAN,3
BY A MONSTER TRYING TO RELATE TO,MOTHER,3
BY A MONSTER TRYING TO RELATE TO,MABEL,3
BY A MONSTER TRYING TO RELATE TO,LANCELOT,3
GARY,GUARD #2,3
GARY,GUARD #1,3
FIONA,OTHER PIRATES,3
BY A MONSTER TRYING TO RELATE TO,TEACHER,3
CAPTAIN HOOK,FAIRYTALE CREATURES,3
BY A MONSTER TRYING TO RELATE TO,GUARD #2,3
BY A MONSTER TRYING TO RELATE TO,GUARD #1,3
BY A MONSTER TRYING TO RELATE TO,GRITTED TEETH,3
BY A MONSTER TRYING TO RELATE TO,GINGERBREAD MAN/PINOCCHIO,3
BY A MONSTER TRYING TO RELATE TO,GINGERBREAD MAN,3
BY A MONSTER TRYING TO RELATE TO,GARY,3
MUFFIN MAN,STUDENTS,3
MUFFIN MAN,SLEEPING BEAUTY,3
MUFFIN MAN,SHREK,3
MUFFIN MAN,SHOUTING,3
MUFFIN MAN,SHIP CAPTAIN,3
MUFFIN MAN,SCRIPT,3
MUFFIN MAN,RUMPLESTILTSKIN,3
FIONA,WIZARD HEAD,3
FIONA,VILLAINS,3
GARY,MUFFIN MAN,3
BY A MONSTER TRYING TO RELATE TO,DRIVERS ED INSTRUCTOR,3
BY A MONSTER TRYING TO RELATE TO,DRAGON,3
GARY,QUIETLY,3
GARY,QUEEN,3
GARY,PRINCESSES/PUSS/DONKEY,3
GARY,PIRATES,3
GARY,MERLIN,3
BY A MONSTER TRYING TO RELATE TO,STUDENTS,3
BY A MONSTER TRYING TO RELATE TO,SNOW WHITE,3
BY A MONSTER TRYING TO RELATE TO,SLEEPING BEAUTY,3
BY A MONSTER TRYING TO RELATE TO,SHOUTING,3
BY A MONSTER TRYING TO RELATE TO,SHIP CAPTAIN,3
BY A MONSTER TRYING TO RELATE TO,SCRIPT,3
BY A MONSTER TRYING TO RELATE TO,RUMPLESTILTSKIN,3
BY A MONSTER TRYING TO RELATE TO,HALL MONITOR,3
BY A MONSTER TRYING TO RELATE TO,GUINEVERRE,3
MUFFIN MAN,PUSS,3
MUFFIN MAN,PRINCIPAL PYNCHLEY,3
MUFFIN MAN,PRINCESSES/PUSS/DONKEY,3
BY A MONSTER TRYING TO RELATE TO,FIONA,3
BY A MONSTER TRYING TO RELATE TO,FEMALE STUDENT #1,3
BY A MONSTER TRYING TO RELATE TO,PRINCE CHARMING,3
BY A MONSTER TRYING TO RELATE TO,PIRATES,3
BY A MONSTER TRYING TO RELATE TO,PINOCCHIO,3
BY A MONSTER TRYING TO RELATE TO,PIGS,3
BY A MONSTER TRYING TO RELATE TO,PIG #2,3
BY A MONSTER TRYING TO RELATE TO,PIG #1,3
BY A MONSTER TRYING TO RELATE TO,EVIL WITCHES,3
BY A MONSTER TRYING TO RELATE TO,EVIL TREES,3
BY A MONSTER TRYING TO RELATE TO,EVIL QUEEN,3
BY A MONSTER TRYING TO RELATE TO,EVIL KNIGHT #1,3
BY A MONSTER TRYING TO RELATE TO,EVIL DWARF #1,3
GARY,WOLF,3
GARY,WIZARD HEAD,3
BY A MONSTER TRYING TO RELATE TO,DORIS,3
