postac_a,postac_b,sila_relacji
BY A MONSTER TRYING TO RELATE TO,CYCLOPS,3
BY A MONSTER TRYING TO RELATE TO,COSTUME STUDENT 2,3
BY A MONSTER TRYING TO RELATE TO,COSTUME STUDENT 1,3
BY A MONSTER TRYING TO RELATE TO,CINDERELLA,3
BY A MONSTER TRYING TO RELATE TO,KNIGHT,3
BY A MONSTER TRYING TO RELATE TO,JOCKS,3
BY A MONSTER TRYING TO RELATE TO,CHEERLEADERS,3
BY A MONSTER TRYING TO RELATE TO,CAPTAIN HOOK,3
BOHORT,WOLF,3
BOHORT,WIZARD HEAD,3
GARY,TEACHER,3
MUFFIN MAN,RAPUNZEL,3
MUFFIN MAN,QUIETLY,3
BOHORT,MERLIN,3
PUSS,SCRIPT,3
BOHORT,EVIL WITCHES,3
BOHORT,PRINCESSES/PUSS/DONKEY,3
BOHORT,PIRATES,3
BOHORT,PINOCCHIO,3
PUSS,TEACHER,3
BOHORT,TEACHER,3
BOHORT,SHOUTING,3
PUSS,QUIETLY,3
BOHORT,SCRIPT,3
BOHORT,QUIETLY,3
BOHORT,QUEEN,3
GINGERBREAD MAN,GUARD #2,3
GINGERBREAD MAN,GUARD #1,3
GARY,PINOCCHIO,3
BODY,WOLF,3
BODY,WIZARD HEAD,3
BOHORT,GUARD #2,3
BOHORT,GUARD #1,3
BODY,TEENAGER,3
BODY,TEACHER,3
BODY,STUDENTS,3
BODY,SNOW WHITE,3
BODY,SLEEPING BEAUTY,3
BODY,SHOUTING,3
BODY,SHIP CAPTAIN,3
GARY,SHOUTING,3
GARY,SCRIPT,3
GINGERBREAD MAN,MERLIN,3
BOHORT,EVIL KNIGHT #1,3
BOHORT,MUFFIN MAN,3
BODY,RUMPLESTILTSKIN,3
BODY,RAPUNZEL,3
BODY,QUIETLY,3
BODY,QUEEN,3
BOHORT,EVIL DWARF #1,3
BODY,GINGERBREAD MAN/PINOCCHIO,3
BODY,PRINCIPAL PYNCHLEY,3
BODY,PRINCESSES/PUSS/DONKEY,3
BODY,PRINCESSES,3
BODY,PRINCE CHARMING,3
BODY,PIRATES,3
GINGERBREAD MAN,QUIETLY,3
GINGERBREAD MAN,PRINCESSES/PUSS/DONKEY,3
GINGERBREAD MAN,PIRATES,3
BOHORT,BY A MONSTER TRYING TO RELATE TO,3
BODY,XAVIER,3
BODY,MERLIN,3
BODY,MABEL,3
GINGERBREAD MAN/PINOCCHIO,MUFFIN MAN,3
GINGERBREAD MAN/PINOCCHIO,MERLIN,3
GINGERBREAD MAN/PINOCCHIO,GUARD #2,3
GINGERBREAD MAN/PINOCCHIO,GUARD #1,3
GINGERBREAD MAN,WIZARD HEAD,3
MUFFIN MAN,PRINCESSES,3
MUFFIN MAN,PIRATES,3
MUFFIN MAN,PIGS,3
MUFFIN MAN,OGRE BABY,3
MUFFIN MAN,OGRE,3
MUFFIN MAN,NANNY DWARF,3
GINGERBREAD MAN,SHOUTING,3
GINGERBREAD MAN,SCRIPT,3
BODY,SCRIPT,3
MOTHER,WOLF,3
MOTHER,WIZARD HEAD,3
GINGERBREAD MAN/PINOCCHIO,PIRATES,3
GINGERBREAD MAN/PINOCCHIO,PINOCCHIO,3
BODY,PIGS,3
BODY,PIG #2,3
BODY,PIG #1,3
BODY,OGRE BABY,3
BODY,OGRE,3
BODY,NANNY DWARF,3
BODY,VAN STUDENT,3
BODY,TIFFANY,3
PUSS,WIZARD HEAD,3
PUSS,VILLAINS,3
BODY,MUFFIN MAN,3
BODY,MOTHER,3
GINGERBREAD MAN/PINOCCHIO,SHOUTING,3
BODY,LANCELOT,3
BODY,KNIGHT,3
BODY,JOCKS,3
BODY,HALL MONITOR,3
BODY,GUINEVERRE,3
BODY,GRITTED TEETH,3
BODY,DRIVERS ED INSTRUCTOR,3
BODY,DRAGON,3
BODY,DORIS,3
QUEEN,TEENAGER,3
QUEEN,STUDENTS,3
GINGERBREAD MAN/PINOCCHIO,SCRIPT,3
GINGERBREAD MAN/PINOCCHIO,QUIETLY,3
GINGERBREAD MAN/PINOCCHIO,QUEEN,3
GINGERBREAD MAN/PINOCCHIO,PRINCESSES/PUSS/DONKEY,3
GINGERBREAD MAN/PINOCCHIO,WOLF,3
QUEEN,SHOUTING,3
QUEEN,SCRIPT,3
QUEEN,QUIETLY,3
BODY,CYCLOPS,3
BODY,COSTUME STUDENT 2,3
BODY,COSTUME STUDENT 1,3
BODY,CINDERELLA,3
BODY,CHEERLEADERS,3
BODY,CAPTAIN HOOK,3
BODY,BY A MONSTER TRYING TO RELATE TO,3
BODY,BOHORT,3
GINGERBREAD MAN/PINOCCHIO,WIZARD HEAD,3
GRITTED TEETH,PIRATES,3
GRITTED TEETH,PINOCCHIO,3
GINGERBREAD MAN/PINOCCHIO,TEACHER,3
BODY,GARY,3
BODY,FIONA,3
BODY,FEMALE STUDENT #1,3
BODY,EVIL TREES,3
BODY,EVIL QUEEN,3
BODY,EVIL KNIGHT #1,3
QUIETLY,TEACHER,3
QUIETLY,STUDENTS,3
QUIETLY,SNOW WHITE,3
QUIETLY,SLEEPING BEAUTY,3
QUIETLY,SHREK,3
QUIETLY,SHOUTING,3
QUIETLY,SHIP CAPTAIN,3
GRITTED TEETH,SHOUTING,3
GRITTED TEETH,GUARD #2,3
GRITTED TEETH,GUARD #1,3
QUIETLY,WIZARD HEAD,3
MOTHER,TEACHER,3
MOTHER,SHOUTING,3
MOTHER,SCRIPT,3
GRITTED TEETH,SCRIPT,3
GRITTED TEETH,QUIETLY,3
GRITTED TEETH,QUEEN,3
GRITTED TEETH,PRINCESSES/PUSS/DONKEY,3
GUARD #1,KNIGHT,3
GUARD #1,JOCKS,3
GUARD #1,HALL MONITOR,3
GUARD #1,GUINEVERRE,3
GRITTED TEETH,WOLF,3
GRITTED TEETH,MUFFIN MAN,3
GRITTED TEETH,MERLIN,3
BODY,GINGERBREAD MAN,3
GUARD #1,OGRE,3
GUARD #1,NANNY DWARF,3
GUARD #1,MUFFIN MAN,3
GUARD #1,MOTHER,3
GRITTED TEETH,WIZARD HEAD,3
GRITTED TEETH,TEACHER,3
QUIETLY,RUMPLESTILTSKIN,3
QUIETLY,RAPUNZEL,3
QUEEN,XAVIER,3
QUEEN,WIZARD HEAD,3
QUEEN,VAN STUDENT,3
QUEEN,TIFFANY,3
RAPUNZEL,SHOUTING,3
RAPUNZEL,SCRIPT,3
QUIETLY,XAVIER,3
QUIETLY,WOLF,3
GUARD #1,PRINCIPAL PYNCHLEY,3
MOTHER,QUIETLY,3
MOTHER,QUEEN,3
GUARD #1,PRINCE CHARMING,3
GUARD #1,PIRATES,3
QUIETLY,VAN STUDENT,3
QUIETLY,TIFFANY,3
QUIETLY,TEENAGER,3
BLIND MOUSE #1,RUMPLESTILTSKIN,3
BLIND MOUSE #1,PUPPET MASTER,3
RAPUNZEL,WIZARD HEAD,3
RAPUNZEL,VILLAINS,3
GUARD #1,PIGS,3
GUARD #1,PIG #2,3
GUARD #1,PIG #1,3
GUARD #1,OGRE BABY,3
GUARD #1,TEACHER,3
GUARD #2,PRINCESSES,3
GUARD #2,PRINCE CHARMING,3
GUARD #1,MERLIN,3
GUARD #1,MABEL,3
GUARD #1,LANCELOT,3
GUARD #1,STUDENTS,3
GUARD #1,SNOW WHITE,3
GUARD #1,SLEEPING BEAUTY,3
GUARD #1,SHOUTING,3
GUARD #1,SHIP CAPTAIN,3
GUARD #1,SCRIPT,3
GUARD #1,RUMPLESTILTSKIN,3
GUARD #1,RAPUNZEL,3
GUARD #1,QUIETLY,3
GUARD #1,QUEEN,3
GUARD #2,STUDENTS,3
GUARD #2,SNOW WHITE,3
GUARD #2,SLEEPING BEAUTY,3
GUARD #1,PRINCESSES/PUSS/DONKEY,3
GUARD #1,PRINCESSES,3
GUARD #2,LANCELOT,3
GUARD #2,KNIGHT,3
GUARD #2,JOCKS,3
GUARD #2,HALL MONITOR,3
GUARD #2,GUINEVERRE,3
GUARD #1,XAVIER,3
GUARD #1,WOLF,3
GUARD #1,WIZARD HEAD,3
GUARD #1,VAN STUDENT,3
GUARD #1,TIFFANY,3
GUARD #1,TEENAGER,3
GUARD #2,PIG #1,3
GUARD #2,OGRE BABY,3
GUARD #2,OGRE,3
GUARD #2,NANNY DWARF,3
BLIND MOUSE #1,EVIL QUEEN,3
BLIND MOUSE #1,PRINCE CHARMING,3
BLIND MOUSE #1,MABEL,3
RAPUNZEL,TEACHER,3
BLIND MOUSE #1,CYCLOPS,3
BLIND MOUSE #1,CAPTAIN HOOK,3
RUMPLESTILTSKIN,TEACHER,3
GUARD #2,MUFFIN MAN,3
GUARD #2,MOTHER,3
GUARD #2,MERLIN,3
GUARD #2,MABEL,3
GUARD #2,TEACHER,3
MOTHER,PRINCESSES/PUSS/DONKEY,3
MOTHER,PIRATES,3
MOTHER,PINOCCHIO,3
GUARD #2,SHOUTING,3
GUARD #2,SHIP CAPTAIN,3
GUARD #2,SCRIPT,3
GUARD #2,RUMPLESTILTSKIN,3
GUARD #2,RAPUNZEL,3
GUARD #2,QUIETLY,3
GUARD #2,QUEEN,3
GUARD #2,PRINCIPAL PYNCHLEY,3
GUARD #2,PRINCESSES/PUSS/DONKEY,3
GUINEVERRE,MERLIN,3
GUARD #2,PIRATES,3
GUARD #2,PIGS,3
GUARD #2,PIG #2,3
GUARD #2,XAVIER,3
GUARD #2,WOLF,3
GUARD #2,WIZARD HEAD,3
GUARD #2,VAN STUDENT,3
GUARD #2,TIFFANY,3
GUARD #2,TEENAGER,3
RUMPLESTILTSKIN,SHOUTING,3
RUMPLESTILTSKIN,SCRIPT,3
AUDIENCE,SHREK,3
AUDIENCE,RUMPLESTILTSKIN,3
AUDIENCE,RAPUNZEL,3
SCRIPT,TIFFANY,3
SCRIPT,TEENAGER,3
SCRIPT,TEACHER,3
SCRIPT,STUDENTS,3
SCRIPT,SNOW WHITE,3
GUINEVERRE,SHOUTING,3
GUINEVERRE,SCRIPT,3
GUINEVERRE,QUIETLY,3
GUINEVERRE,QUEEN,3
MOTHER,MUFFIN MAN,3
GUINEVERRE,PRINCESSES/PUSS/DONKEY,3
SCRIPT,SLEEPING BEAUTY,3
SCRIPT,SHREK,3
SCRIPT,SHOUTING,3
SCRIPT,SHIP CAPTAIN,3
RUMPLESTILTSKIN,WIZARD HEAD,3
RUMPLESTILTSKIN,VILLAINS,3
SHIP CAPTAIN,WIZARD HEAD,3
SHIP CAPTAIN,TEACHER,3
GUINEVERRE,PIRATES,3
GUINEVERRE,PINOCCHIO,3
GUINEVERRE,MUFFIN MAN,3
GUINEVERRE,TEACHER,3
SCRIPT,XAVIER,3
SCRIPT,WOLF,3
SCRIPT,WIZARD HEAD,3
SCRIPT,VAN STUDENT,3
AUDIENCE,WOLF,3
AUDIENCE,VILLAINS,3
SHOUTING,WIZARD HEAD,3
SHOUTING,VAN STUDENT,3
SHOUTING,TIFFANY,3
SHOUTING,TEENAGER,3
SHOUTING,TEACHER,3
SHOUTING,STUDENTS,3
SHOUTING,SNOW WHITE,3
SHOUTING,SLEEPING BEAUTY,3
HALL MONITOR,MERLIN,3
SHIP CAPTAIN,WOLF,3
AUDIENCE,PUSS,3
AUDIENCE,PRINCE CHARMING,3
AUDIENCE,PINOCCHIO,3
AUDIENCE,PIG #1,3
AUDIENCE,OTHER PIRATES,3
SHREK,TEACHER,3
AUDIENCE,FIONA,3
AUDIENCE,EVIL TREE #2,3
AUDIENCE,EVIL TREE #1,3
AUDIENCE,EVIL QUEEN,3
AUDIENCE,DRAGON,3
GUINEVERRE,WOLF,3
GUINEVERRE,WIZARD HEAD,3
HALL MONITOR,QUEEN,3
HALL MONITOR,PIRATES,3
HALL MONITOR,PINOCCHIO,3
SHREK,VILLAINS,3
ARTIE,SCRIPT,3
ARTIE,QUIETLY,3
AUDIENCE,DONKEY,3
AUDIENCE,MERLIN,3
AUDIENCE,HOOK,3
AUDIENCE,HEADLESS HORSEMAN,3
SHOUTING,XAVIER,3
SHOUTING,WOLF,3
ARTIE,VILLAINS,3
SLEEPING BEAUTY,TEACHER,3
HALL MONITOR,WIZARD HEAD,3
HALL MONITOR,TEACHER,3
HALL MONITOR,MUFFIN MAN,3
ARTIE,MUFFIN MAN,3
ARTIE,TEACHER,3
ARTIE,HOOK,3
ARTIE,HEADLESS HORSEMAN,3
ARTIE,QUEEN,3
ARTIE,PRINCESSES/PUSS/DONKEY,3
AUDIENCE,CAPTAIN HOOK,3
ARTIE,OTHER PIRATES,3
HALL MONITOR,QUIETLY,3
HEADLESS HORSEMAN,PIG #1,3
HEADLESS HORSEMAN,OTHER PIRATES,3
HEADLESS HORSEMAN,MERLIN,3
HEADLESS HORSEMAN,HOOK,3
HALL MONITOR,WOLF,3
MERLIN,XAVIER,3
HALL MONITOR,PRINCESSES/PUSS/DONKEY,3
MERLIN,VAN STUDENT,3
MERLIN,TIFFANY,3
MERLIN,TEENAGER,3
MERLIN,TEACHER,3
MERLIN,STUDENTS,3
ARTIE,EVIL TREE #2,3
ARTIE,EVIL TREE #1,3
ARTIE,EVIL DWARFS,3
MERLIN,SNOW WHITE,3
MERLIN,SLEEPING BEAUTY,3
MERLIN,SHOUTING,3
MERLIN,SHIP CAPTAIN,3
MERLIN,SCRIPT,3
HEADLESS HORSEMAN,RUMPLESTILTSKIN,3
HALL MONITOR,SHOUTING,3
HALL MONITOR,SCRIPT,3
MABEL,WIZARD HEAD,3
HEADLESS HORSEMAN,RAPUNZEL,3
HEADLESS HORSEMAN,PUSS,3
HEADLESS HORSEMAN,PRINCE CHARMING,3
HEADLESS HORSEMAN,PINOCCHIO,3
MERLIN,QUIETLY,3
MERLIN,QUEEN,3
ANNOUNCER,PRINCESSES/PUSS/DONKEY,3
ANNOUNCER,PRINCESSES,3
MERLIN,PRINCIPAL PYNCHLEY,3
MERLIN,PRINCESSES/PUSS/DONKEY,3
MERLIN,PRINCESSES,3
MERLIN,PIRATES,3
MERLIN,PIGS,3
MERLIN,PIG #2,3
MERLIN,VILLAINS,3
MERLIN,OGRE,3
MERLIN,NANNY DWARF,3
ARTIE,AUDIENCE,3
ANNOUNCER,XAVIER,3
ANNOUNCER,WIZARD HEAD,3
ANNOUNCER,VAN STUDENT,3
ANNOUNCER,TIFFANY,3
ANNOUNCER,TEENAGER,3
ANNOUNCER,TEACHER,3
ANNOUNCER,MERLIN,3
ANNOUNCER,LANCELOT,3
ANNOUNCER,STUDENTS,3
ANNOUNCER,SLEEPING BEAUTY,3
ANNOUNCER,SHOUTING,3
MERLIN,MUFFIN MAN,3
MERLIN,MOTHER,3
MABEL,SHOUTING,3
ANNOUNCER,SHIP CAPTAIN,3
ANNOUNCER,SCRIPT,3
ANNOUNCER,QUIETLY,3
ANNOUNCER,QUEEN,3
ANNOUNCER,PRINCIPAL PYNCHLEY,3
SLEEPING BEAUTY,WOLF,3
SLEEPING BEAUTY,WIZARD HEAD,3
ANNOUNCER,PIRATES,3
MABEL,SCRIPT,3
MABEL,QUIETLY,3
MERLIN,OTHER PIRATES,3
MERLIN,OGRE BABY,3
HEADLESS HORSEMAN,WOLF,3
HEADLESS HORSEMAN,VILLAINS,3
HEADLESS HORSEMAN,SHREK,3
ANNOUNCER,GARY,3
ANNOUNCER,FEMALE STUDENT #1,3
LANCELOT,WIZARD HEAD,3
HOOK,PUSS,3
HOOK,PRINCE CHARMING,3
HOOK,PINOCCHIO,3
HOOK,PIG #1,3
HOOK,OTHER PIRATES,3
MABEL,PRINCESSES/PUSS/DONKEY,3
HIS EARS,RUMPLESTILTSKIN,3
HIS EARS,PUPPET MASTER,3
HIS EARS,PRINCE CHARMING,3
HOOK,MERLIN,3
MABEL,PIRATES,3
MABEL,TEACHER,3
HIS EARS,MABEL,3
HOOK,VILLAINS,3
HOOK,SHREK,3
HOOK,RUMPLESTILTSKIN,3
MABEL,MUFFIN MAN,3
MABEL,MERLIN,3
LANCELOT,WOLF,3
ANNOUNCER,PIGS,3
ANNOUNCER,PIG #2,3
ANNOUNCER,OGRE BABY,3
ANNOUNCER,OGRE,3
ANNOUNCER,NANNY DWARF,3
ANNOUNCER,MUFFIN MAN,3
ANNOUNCER,MOTHER,3
ANNOUNCER,GUARD #1,3
ANNOUNCER,GRITTED TEETH,3
ANNOUNCER,GINGERBREAD MAN/PINOCCHIO,3
ANNOUNCER,BY A MONSTER TRYING TO RELATE TO,3
ANNOUNCER,BOHORT,3
ANNOUNCER,BODY,3
ALL,XAVIER,3
ALL,WIZARD HEAD,3
LANCELOT,TEACHER,3
LANCELOT,SHOUTING,3
STUDENTS,TEACHER,3
SNOW WHITE,WIZARD HEAD,3
ANNOUNCER,EVIL DWARFS,3
ANNOUNCER,EVIL DWARF #1,3
ANNOUNCER,DRIVERS ED INSTRUCTOR,3
ANNOUNCER,DRAGON,3
LANCELOT,SCRIPT,3
LANCELOT,QUIETLY,3
LANCELOT,QUEEN,3
HOOK,WOLF,3
JOCKS,SHOUTING,3
JOCKS,SCRIPT,3
HOOK,RAPUNZEL,3
LANCELOT,PRINCESSES/PUSS/DONKEY,3
LANCELOT,PIRATES,3
LANCELOT,PINOCCHIO,3
ANNOUNCER,COSTUME STUDENT 2,3
ANNOUNCER,COSTUME STUDENT 1,3
ANNOUNCER,CINDERELLA,3
ANNOUNCER,KNIGHT,3
ANNOUNCER,JOCKS,3
ANNOUNCER,HALL MONITOR,3
ANNOUNCER,GUINEVERRE,3
ANNOUNCER,GUARD #2,3
ANNOUNCER,CAPTAIN HOOK,3
JOCKS,PINOCCHIO,3
JOCKS,WOLF,3
JOCKS,WIZARD HEAD,3
JOCKS,MUFFIN MAN,3
JOCKS,MERLIN,3
ALL,VILLAINS,3
ALL,VAN STUDENT,3
ALL,TIFFANY,3
ALL,TEENAGER,3
ALL,TEACHER,3
ANNOUNCER,EVIL WITCHES,3
ANNOUNCER,EVIL QUEEN,3
ALL,STUDENTS,3
ALL,SNOW WHITE,3
ALL,SLEEPING BEAUTY,3
ALL,SCRIPT,3
KNIGHT,TEACHER,3
JOCKS,QUIETLY,3
JOCKS,QUEEN,3
JOCKS,PRINCESSES/PUSS/DONKEY,3
ALL,QUIETLY,3
ALL,QUEEN,3
ALL,PRINCIPAL PYNCHLEY,3
ALL,PRINCESSES/PUSS/DONKEY,3
ALL,PRINCESSES,3
ANNOUNCER,CHEERLEADERS,3
ALL,FEMALE STUDENT #1,3
ALL,PIRATES,3
ALL,PIGS,3
ALL,PIG #2,3
ALL,OTHER PIRATES,3
JOCKS,PIRATES,3
ALL,OGRE,3
ALL,NANNY DWARF,3
ALL,MUFFIN MAN,3
ALL,MOTHER,3
ALL,MABEL,3
ALL,LANCELOT,3
ALL,COSTUME STUDENT 2,3
ALL,COSTUME STUDENT 1,3
ALL,CINDERELLA,3
ALL,KNIGHT,3
ALL,JOCKS,3
ALL,HOOK,3
ALL,HEADLESS HORSEMAN,3
ALL,HALL MONITOR,3
KNIGHT,WOLF,3
KNIGHT,WIZARD HEAD,3
TEENAGER,WOLF,3
STUDENTS,WOLF,3
STUDENTS,WIZARD HEAD,3
WOLF,XAVIER,3
ALL,EVIL WITCHES,3
ALL,EVIL TREES,3
ALL,EVIL TREE #2,3
ALL,EVIL TREE #1,3
ALL,CHEERLEADERS,3
ALL,BY A MONSTER TRYING TO RELATE TO,3
ALL,BOHORT,3
ALL,BODY,3
ALL,AUDIENCE,3
TEACHER,TEENAGER,3
ALL,GUINEVERRE,3
ALL,GUARD #2,3
PIRATES,PRINCESSES,3
PIRATES,PRINCE CHARMING,3
PINOCCHIO,XAVIER,3
PINOCCHIO,WIZARD HEAD,3
PINOCCHIO,VILLAINS,3
PINOCCHIO,VAN STUDENT,3
PINOCCHIO,TIFFANY,3
ALL,EVIL KNIGHT #1,3
ALL,EVIL DWARF #1,3
ALL,DRIVERS ED INSTRUCTOR,3
ALL,DORIS,3
ALL,CYCLOPS,3
VAN STUDENT,WOLF,3
VAN STUDENT,WIZARD HEAD,3
TIFFANY,WOLF,3
TIFFANY,WIZARD HEAD,3
TEENAGER,VILLAINS,2
TEACHER,VILLAINS,2
STUDENTS,VILLAINS,2
ALL,EVIL DWARFS,2
ANNOUNCER,OGRE BABIES,2
ARTIE,BLIND MOUSE #1,2
ANNOUNCER,VILLAINS,2
ARTIE,FAIRYTALE CREATURES,2
ARTIE,HIS EARS,2
ARTIE,OGRE BABIES,2
ARTIE,PUPPET MASTER,2
AUDIENCE,CYCLOPS,2
AUDIENCE,COSTUME STUDENT 2,2
AUDIENCE,COSTUME STUDENT 1,2
AUDIENCE,CINDERELLA,2
AUDIENCE,CHEERLEADERS,2
AUDIENCE,BY A MONSTER TRYING TO RELATE TO,2
AUDIENCE,BOHORT,2
AUDIENCE,BODY,2
HOOK,SHIP CAPTAIN,2
HOOK,SCRIPT,2
HOOK,QUIETLY,2
LANCELOT,PUPPET MASTER,2
LANCELOT,OTHER PIRATES,2
LANCELOT,OGRE BABIES,2
JOCKS,OTHER PIRATES,2
JOCKS,OGRE BABIES,2
HOOK,XAVIER,2
JOCKS,PUPPET MASTER,2
KING HAROLD,PUSS,2
JOCKS,VILLAINS,2
HOOK,PIGS,2
HOOK,PIG #2,2
HOOK,OGRE BABY,2
HOOK,OGRE BABIES,2
HOOK,OGRE,2
HOOK,NANNY DWARF,2
LANCELOT,VILLAINS,2
HOOK,WIZARD HEAD,2
HOOK,VAN STUDENT,2
HOOK,TIFFANY,2
HOOK,TEENAGER,2
HOOK,TEACHER,2
HOOK,STUDENTS,2
HOOK,SNOW WHITE,2
HOOK,SLEEPING BEAUTY,2
HOOK,SHOUTING,2
HIS EARS,XAVIER,2
HIS EARS,VAN STUDENT,2
HIS EARS,TIFFANY,2
HIS EARS,TEENAGER,2
HIS EARS,STUDENTS,2
HIS EARS,SNOW WHITE,2
MABEL,OTHER PIRATES,2
MABEL,OGRE BABIES,2
HOOK,QUEEN,2
HOOK,PRINCIPAL PYNCHLEY,2
HOOK,PRINCESSES/PUSS/DONKEY,2
HOOK,PRINCESSES,2
HOOK,PIRATES,2
HIS EARS,SLEEPING BEAUTY,2
HIS EARS,RAPUNZEL,2
HIS EARS,QUEEN,2
HIS EARS,PRINCIPAL PYNCHLEY,2
HIS EARS,PRINCESSES,2
HOOK,MUFFIN MAN,2
HOOK,MOTHER,2
HOOK,MABEL,2
HOOK,LANCELOT,2
HOOK,KNIGHT,2
HOOK,JOCKS,2
MABEL,VILLAINS,2
HIS EARS,PIGS,2
HIS EARS,PIG #2,2
HIS EARS,OGRE BABY,2
HIS EARS,OGRE,2
HIS EARS,NANNY DWARF,2
HIS EARS,MOTHER,2
HIS EARS,LANCELOT,2
HIS EARS,KNIGHT,2
HIS EARS,JOCKS,2
AUDIENCE,GINGERBREAD MAN,2
AUDIENCE,GARY,2
AUDIENCE,FEMALE STUDENT #1,2
AUDIENCE,EVIL WITCHES,2
AUDIENCE,EVIL TREES,2
AUDIENCE,EVIL KNIGHT #1,2
AUDIENCE,EVIL DWARFS,2
AUDIENCE,EVIL DWARF #1,2
AUDIENCE,DRIVERS ED INSTRUCTOR,2
AUDIENCE,DORIS,2
AUDIENCE,NANNY DWARF,2
AUDIENCE,MUFFIN MAN,2
AUDIENCE,MOTHER,2
AUDIENCE,MABEL,2
AUDIENCE,LANCELOT,2
HEADLESS HORSEMAN,XAVIER,2
HEADLESS HORSEMAN,WIZARD HEAD,2
HEADLESS HORSEMAN,VAN STUDENT,2
HEADLESS HORSEMAN,TIFFANY,2
HEADLESS HORSEMAN,TEENAGER,2
HEADLESS HORSEMAN,TEACHER,2
HEADLESS HORSEMAN,STUDENTS,2
HEADLESS HORSEMAN,SNOW WHITE,2
HEADLESS HORSEMAN,SLEEPING BEAUTY,2
MERLIN,OGRE BABIES,2
HEADLESS HORSEMAN,MOTHER,2
HEADLESS HORSEMAN,MABEL,2
HEADLESS HORSEMAN,LANCELOT,2
HEADLESS HORSEMAN,KNIGHT,2
HEADLESS HORSEMAN,JOCKS,2
HEADLESS HORSEMAN,SHOUTING,2
HEADLESS HORSEMAN,SHIP CAPTAIN,2
HEADLESS HORSEMAN,SCRIPT,2
HEADLESS HORSEMAN,QUIETLY,2
HEADLESS HORSEMAN,QUEEN,2
HEADLESS HORSEMAN,PRINCIPAL PYNCHLEY,2
HEADLESS HORSEMAN,PRINCESSES/PUSS/DONKEY,2
HEADLESS HORSEMAN,PRINCESSES,2
HEADLESS HORSEMAN,PIRATES,2
HEADLESS HORSEMAN,PIGS,2
HEADLESS HORSEMAN,PIG #2,2
GUINEVERRE,OTHER PIRATES,2
GUINEVERRE,OGRE BABIES,2
GUINEVERRE,PUPPET MASTER,2
HALL MONITOR,HOOK,2
HALL MONITOR,HIS EARS,2
HALL MONITOR,HEADLESS HORSEMAN,2
GUINEVERRE,VILLAINS,2
HALL MONITOR,PUPPET MASTER,2
HALL MONITOR,OTHER PIRATES,2
HALL MONITOR,OGRE BABIES,2
HALL MONITOR,VILLAINS,2
HEADLESS HORSEMAN,OGRE BABY,2
HEADLESS HORSEMAN,OGRE BABIES,2
HEADLESS HORSEMAN,OGRE,2
HEADLESS HORSEMAN,NANNY DWARF,2
HEADLESS HORSEMAN,MUFFIN MAN,2
GUARD #1,OGRE BABIES,2
GUARD #2,HOOK,2
GUARD #2,HEADLESS HORSEMAN,2
GUARD #1,VILLAINS,2
GUARD #2,OTHER PIRATES,2
GUARD #2,OGRE BABIES,2
GUINEVERRE,HOOK,2
GUINEVERRE,HIS EARS,2
GUINEVERRE,HEADLESS HORSEMAN,2
GUARD #2,VILLAINS,2
MOTHER,PUPPET MASTER,2
MOTHER,OTHER PIRATES,2
MOTHER,OGRE BABIES,2
MOTHER,VILLAINS,2
GINGERBREAD MAN/PINOCCHIO,OTHER PIRATES,2
GINGERBREAD MAN/PINOCCHIO,OGRE BABIES,2
GINGERBREAD MAN/PINOCCHIO,PUPPET MASTER,2
GRITTED TEETH,HOOK,2
GRITTED TEETH,HIS EARS,2
GRITTED TEETH,HEADLESS HORSEMAN,2
GINGERBREAD MAN/PINOCCHIO,VILLAINS,2
GRITTED TEETH,OTHER PIRATES,2
GRITTED TEETH,OGRE BABIES,2
GRITTED TEETH,PUPPET MASTER,2
GUARD #1,HOOK,2
GUARD #1,HEADLESS HORSEMAN,2
GRITTED TEETH,VILLAINS,2
GUARD #1,OTHER PIRATES,2
GARY,VILLAINS,2
GINGERBREAD MAN,HOOK,2
GINGERBREAD MAN,HIS EARS,2
GINGERBREAD MAN,HEADLESS HORSEMAN,2
GINGERBREAD MAN,PUPPET MASTER,2
GINGERBREAD MAN,OTHER PIRATES,2
GINGERBREAD MAN,OGRE BABIES,2
GINGERBREAD MAN/PINOCCHIO,HOOK,2
GINGERBREAD MAN/PINOCCHIO,HIS EARS,2
