postac_a,postac_b,sila_relacji
GINGERBREAD MAN/PINOCCHIO,HEADLESS HORSEMAN,2
GINGERBREAD MAN,VILLAINS,2
MUFFIN MAN,OTHER PIRATES,2
MUFFIN MAN,OGRE BABIES,2
AUDIENCE,KNIGHT,2
AUDIENCE,JOCKS,2
AUDIENCE,HALL MONITOR,2
AUDIENCE,GUINEVERRE,2
AUDIENCE,GUARD #2,2
AUDIENCE,GUARD #1,2
AUDIENCE,GRITTED TEETH,2
AUDIENCE,GINGERBREAD MAN/PINOCCHIO,2
SHOUTING,VILLAINS,2
AUDIENCE,QUIETLY,2
AUDIENCE,QUEEN,2
AUDIENCE,PRINCIPAL PYNCHLEY,2
AUDIENCE,PRINCESSES/PUSS/DONKEY,2
AUDIENCE,PRINCESSES,2
AUDIENCE,PIRATES,2
AUDIENCE,PIGS,2
NANNY DWARF,OGRE BABIES,2
MUFFIN MAN,VILLAINS,2
FIONA,KING HAROLD,2
FIDDLESWORTH,SHREK,2
FIONA,OGRE BABIES,2
FIONA,RAUL,2
GARY,OGRE BABIES,2
GARY,HOOK,2
GARY,HIS EARS,2
GARY,HEADLESS HORSEMAN,2
GARY,PUPPET MASTER,2
GARY,OTHER PIRATES,2
FAIRYTALE CREATURES,VAN STUDENT,2
FAIRYTALE CREATURES,TIFFANY,2
FEMALE STUDENT #1,OTHER PIRATES,2
FEMALE STUDENT #1,OGRE BABIES,2
FEMALE STUDENT #1,HOOK,2
FEMALE STUDENT #1,HIS EARS,2
FEMALE STUDENT #1,PUPPET MASTER,2
FIDDLESWORTH,FIONA,2
FEMALE STUDENT #1,VILLAINS,2
NANNY DWARF,OTHER PIRATES,2
OGRE,OGRE BABIES,2
NANNY DWARF,VILLAINS,2
FAIRYTALE CREATURES,TEENAGER,2
FAIRYTALE CREATURES,STUDENTS,2
FAIRYTALE CREATURES,SNOW WHITE,2
FAIRYTALE CREATURES,SLEEPING BEAUTY,2
FAIRYTALE CREATURES,RAPUNZEL,2
FAIRYTALE CREATURES,QUEEN,2
FAIRYTALE CREATURES,PRINCIPAL PYNCHLEY,2
NANNY DWARF,PUPPET MASTER,2
FEMALE STUDENT #1,HEADLESS HORSEMAN,2
FAIRYTALE CREATURES,XAVIER,2
FAIRYTALE CREATURES,FEMALE STUDENT #1,2
OGRE,PUPPET MASTER,2
FAIRYTALE CREATURES,PRINCESSES,2
FAIRYTALE CREATURES,PINOCCHIO,2
FAIRYTALE CREATURES,PIGS,2
FAIRYTALE CREATURES,PIG #2,2
FAIRYTALE CREATURES,OGRE BABY,2
FAIRYTALE CREATURES,NANNY DWARF,2
FAIRYTALE CREATURES,MOTHER,2
OGRE,OTHER PIRATES,2
AUDIENCE,PIG #2,2
AUDIENCE,OGRE BABY,2
AUDIENCE,OGRE BABIES,2
AUDIENCE,OGRE,2
SHIP CAPTAIN,VILLAINS,2
SCRIPT,VILLAINS,2
AUDIENCE,WIZARD HEAD,2
AUDIENCE,VAN STUDENT,2
AUDIENCE,TIFFANY,2
AUDIENCE,TEENAGER,2
AUDIENCE,TEACHER,2
AUDIENCE,STUDENTS,2
AUDIENCE,SNOW WHITE,2
AUDIENCE,SLEEPING BEAUTY,2
AUDIENCE,SHOUTING,2
AUDIENCE,SHIP CAPTAIN,2
OGRE BABIES,OGRE BABY,2
OGRE,VILLAINS,2
EVIL WITCHES,VILLAINS,2
FAIRYTALE CREATURES,LANCELOT,2
FAIRYTALE CREATURES,KNIGHT,2
FAIRYTALE CREATURES,JOCKS,2
FAIRYTALE CREATURES,HALL MONITOR,2
FAIRYTALE CREATURES,GUINEVERRE,2
FAIRYTALE CREATURES,GRITTED TEETH,2
FAIRYTALE CREATURES,GINGERBREAD MAN/PINOCCHIO,2
FAIRYTALE CREATURES,GARY,2
OGRE BABIES,SCRIPT,2
OGRE BABIES,RUMPLESTILTSKIN,2
OGRE BABIES,RAPUNZEL,2
OGRE BABIES,QUIETLY,2
OGRE BABIES,QUEEN,2
OGRE BABIES,PUSS,2
OGRE BABIES,PRINCIPAL PYNCHLEY,2
OGRE BABIES,PRINCESSES/PUSS/DONKEY,2
OGRE BABIES,PRINCESSES,2
OGRE BABIES,PRINCE CHARMING,2
OGRE BABIES,PIRATES,2
OGRE BABIES,PINOCCHIO,2
OGRE BABIES,PIGS,2
OGRE BABIES,PIG #2,2
OGRE BABIES,PIG #1,2
OGRE BABIES,OTHER PIRATES,2
OGRE BABIES,XAVIER,2
OGRE BABIES,WOLF,2
OGRE BABIES,WIZARD HEAD,2
OGRE BABIES,VILLAINS,2
OGRE BABIES,VAN STUDENT,2
OGRE BABIES,TIFFANY,2
OGRE BABIES,TEENAGER,2
OGRE BABIES,TEACHER,2
OGRE BABIES,STUDENTS,2
OGRE BABIES,SNOW WHITE,2
OGRE BABIES,SLEEPING BEAUTY,2
EVIL WITCHES,OTHER PIRATES,2
OGRE BABIES,SHREK,2
OGRE BABIES,SHOUTING,2
OGRE BABIES,SHIP CAPTAIN,2
EVIL TREE #2,SCRIPT,2
OGRE BABY,PUPPET MASTER,2
EVIL TREES,HOOK,2
EVIL TREES,HIS EARS,2
EVIL TREES,HEADLESS HORSEMAN,2
EVIL TREES,FAIRYTALE CREATURES,2
EVIL TREES,OTHER PIRATES,2
EVIL TREES,OGRE BABIES,2
EVIL TREES,PUPPET MASTER,2
EVIL TREES,VILLAINS,2
EVIL WITCHES,OGRE BABIES,2
EVIL WITCHES,HOOK,2
EVIL WITCHES,HEADLESS HORSEMAN,2
OGRE BABY,OTHER PIRATES,2
OTHER PIRATES,PIG #2,2
OGRE BABY,VILLAINS,2
EVIL TREE #2,XAVIER,2
EVIL TREE #2,WIZARD HEAD,2
EVIL TREE #2,VAN STUDENT,2
EVIL TREE #2,TIFFANY,2
EVIL TREE #2,TEENAGER,2
EVIL TREE #2,TEACHER,2
EVIL TREE #2,STUDENTS,2
EVIL TREE #2,SNOW WHITE,2
EVIL TREE #2,SLEEPING BEAUTY,2
EVIL TREE #2,SHOUTING,2
EVIL TREE #2,SHIP CAPTAIN,2
AUDIENCE,SCRIPT,2
BLIND MOUSE #1,DRIVERS ED INSTRUCTOR,2
BLIND MOUSE #1,DRAGON,2
BLIND MOUSE #1,DORIS,2
BLIND MOUSE #1,COSTUME STUDENT 2,2
BLIND MOUSE #1,COSTUME STUDENT 1,2
BLIND MOUSE #1,CINDERELLA,2
BLIND MOUSE #1,CHEERLEADERS,2
BLIND MOUSE #1,BOHORT,2
AUDIENCE,XAVIER,2
BLIND MOUSE #1,JOCKS,2
EVIL TREE #2,PRINCESSES,2
EVIL TREE #2,PIRATES,2
EVIL TREE #2,PIGS,2
EVIL TREE #2,PIG #2,2
EVIL TREE #2,OGRE BABY,2
OTHER PIRATES,SLEEPING BEAUTY,2
OTHER PIRATES,SHOUTING,2
OTHER PIRATES,SHIP CAPTAIN,2
OTHER PIRATES,SCRIPT,2
OTHER PIRATES,QUIETLY,2
OTHER PIRATES,QUEEN,2
OTHER PIRATES,PRINCIPAL PYNCHLEY,2
OTHER PIRATES,PRINCESSES/PUSS/DONKEY,2
OTHER PIRATES,PRINCESSES,2
OTHER PIRATES,PIRATES,2
OTHER PIRATES,PIGS,2
EVIL TREE #2,HALL MONITOR,2
EVIL TREE #2,GUINEVERRE,2
EVIL TREE #2,GUARD #2,2
EVIL TREE #2,GUARD #1,2
OTHER PIRATES,XAVIER,2
OTHER PIRATES,WIZARD HEAD,2
OTHER PIRATES,VAN STUDENT,2
OTHER PIRATES,TIFFANY,2
OTHER PIRATES,TEENAGER,2
OTHER PIRATES,TEACHER,2
OTHER PIRATES,STUDENTS,2
OTHER PIRATES,SNOW WHITE,2
EVIL TREE #2,QUIETLY,2
EVIL TREE #2,QUEEN,2
EVIL TREE #2,PRINCIPAL PYNCHLEY,2
EVIL TREE #2,PRINCESSES/PUSS/DONKEY,2
EVIL TREE #2,EVIL TREES,2
EVIL TREE #1,XAVIER,2
EVIL TREE #1,WIZARD HEAD,2
EVIL TREE #1,VAN STUDENT,2
EVIL TREE #1,TIFFANY,2
EVIL TREE #1,TEENAGER,2
EVIL TREE #1,TEACHER,2
EVIL TREE #2,OGRE BABIES,2
EVIL TREE #2,OGRE,2
EVIL TREE #2,NANNY DWARF,2
EVIL TREE #2,MUFFIN MAN,2
EVIL TREE #2,MOTHER,2
EVIL TREE #2,MABEL,2
EVIL TREE #2,LANCELOT,2
EVIL TREE #2,KNIGHT,2
EVIL TREE #2,JOCKS,2
EVIL TREE #1,SNOW WHITE,2
EVIL TREE #1,SLEEPING BEAUTY,2
EVIL TREE #1,SHOUTING,2
EVIL TREE #1,SHIP CAPTAIN,2
EVIL TREE #1,SCRIPT,2
EVIL TREE #1,QUIETLY,2
EVIL TREE #1,QUEEN,2
EVIL TREE #1,PRINCIPAL PYNCHLEY,2
EVIL TREE #1,PRINCESSES/PUSS/DONKEY,2
EVIL TREE #1,PRINCESSES,2
EVIL TREE #2,GRITTED TEETH,2
EVIL TREE #2,GINGERBREAD MAN/PINOCCHIO,2
EVIL TREE #2,GINGERBREAD MAN,2
EVIL TREE #2,GARY,2
EVIL TREE #2,FEMALE STUDENT #1,2
EVIL TREE #2,EVIL WITCHES,2
EVIL TREE #1,EVIL TREES,2
PIG #2,VILLAINS,2
EVIL TREE #1,PIRATES,2
EVIL TREE #1,PIGS,2
EVIL TREE #1,PIG #2,2
EVIL TREE #1,OGRE BABY,2
EVIL TREE #1,OGRE BABIES,2
EVIL TREE #1,OGRE,2
EVIL TREE #1,NANNY DWARF,2
EVIL TREE #1,MUFFIN MAN,2
EVIL TREE #1,MOTHER,2
EVIL TREE #1,MABEL,2
EVIL TREE #1,LANCELOT,2
EVIL TREE #1,KNIGHT,2
PIG #2,PUPPET MASTER,2
EVIL TREE #1,STUDENTS,2
EVIL KNIGHT #1,OTHER PIRATES,2
EVIL KNIGHT #1,OGRE BABIES,2
EVIL KNIGHT #1,VILLAINS,2
EVIL QUEEN,OGRE BABIES,2
EVIL TREE #1,JOCKS,2
EVIL TREE #1,HALL MONITOR,2
EVIL TREE #1,GUINEVERRE,2
EVIL TREE #1,GUARD #2,2
EVIL TREE #1,GUARD #1,2
EVIL TREE #1,GRITTED TEETH,2
EVIL TREE #1,GINGERBREAD MAN/PINOCCHIO,2
EVIL TREE #1,GINGERBREAD MAN,2
EVIL TREE #1,GARY,2
EVIL TREE #1,FEMALE STUDENT #1,2
EVIL TREE #1,EVIL WITCHES,2
EVIL DWARFS,PRINCIPAL PYNCHLEY,2
EVIL DWARFS,PRINCESSES/PUSS/DONKEY,2
PIGS,VILLAINS,2
EVIL KNIGHT #1,EVIL TREE #2,2
EVIL KNIGHT #1,EVIL TREE #1,2
EVIL DWARFS,XAVIER,2
EVIL DWARFS,WIZARD HEAD,2
EVIL DWARFS,VILLAINS,2
EVIL DWARFS,VAN STUDENT,2
EVIL DWARFS,TIFFANY,2
EVIL KNIGHT #1,HOOK,2
EVIL KNIGHT #1,HEADLESS HORSEMAN,2
PIGS,PUPPET MASTER,2
EVIL DWARFS,OGRE BABIES,2
EVIL DWARFS,OGRE,2
EVIL DWARFS,NANNY DWARF,2
EVIL DWARFS,MUFFIN MAN,2
EVIL DWARFS,MOTHER,2
EVIL DWARFS,MERLIN,2
EVIL DWARFS,TEENAGER,2
EVIL DWARFS,TEACHER,2
EVIL DWARFS,STUDENTS,2
EVIL DWARFS,SLEEPING BEAUTY,2
EVIL DWARFS,SHOUTING,2
EVIL DWARFS,SHIP CAPTAIN,2
EVIL DWARFS,SCRIPT,2
EVIL DWARFS,QUIETLY,2
EVIL DWARFS,QUEEN,2
EVIL DWARFS,GUINEVERRE,2
EVIL DWARFS,GUARD #2,2
EVIL DWARFS,GUARD #1,2
EVIL DWARFS,GRITTED TEETH,2
EVIL DWARFS,GINGERBREAD MAN/PINOCCHIO,2
EVIL DWARFS,GARY,2
EVIL DWARFS,FEMALE STUDENT #1,2
EVIL DWARFS,EVIL WITCHES,2
EVIL DWARFS,PRINCESSES,2
EVIL DWARFS,PIRATES,2
EVIL DWARFS,PIGS,2
EVIL DWARFS,PIG #2,2
EVIL DWARFS,OTHER PIRATES,2
EVIL DWARFS,OGRE BABY,2
EVIL DWARF #1,EVIL TREE #2,2
EVIL DWARF #1,OTHER PIRATES,2
EVIL DWARF #1,OGRE BABIES,2
EVIL DWARF #1,HOOK,2
EVIL DWARFS,EVIL TREE #2,2
EVIL DWARFS,EVIL TREE #1,2
EVIL DWARFS,EVIL QUEEN,2
EVIL DWARF #1,VILLAINS,2
EVIL DWARFS,LANCELOT,2
EVIL DWARFS,KNIGHT,2
EVIL DWARFS,JOCKS,2
EVIL DWARFS,HOOK,2
EVIL DWARFS,HEADLESS HORSEMAN,2
EVIL DWARFS,HALL MONITOR,2
DRIVERS ED INSTRUCTOR,EVIL DWARFS,2
DRIVERS ED INSTRUCTOR,HEADLESS HORSEMAN,2
DRIVERS ED INSTRUCTOR,FAIRYTALE CREATURES,2
DRIVERS ED INSTRUCTOR,EVIL TREE #2,2
DRIVERS ED INSTRUCTOR,EVIL TREE #1,2
DRIVERS ED INSTRUCTOR,OTHER PIRATES,2
DRIVERS ED INSTRUCTOR,OGRE BABIES,2
DRIVERS ED INSTRUCTOR,HOOK,2
DRIVERS ED INSTRUCTOR,HIS EARS,2
DRIVERS ED INSTRUCTOR,PUPPET MASTER,2
EVIL DWARF #1,EVIL TREE #1,2
EVIL DWARF #1,EVIL DWARFS,2
DRIVERS ED INSTRUCTOR,VILLAINS,2
PIRATES,VILLAINS,2
EVIL DWARF #1,HEADLESS HORSEMAN,2
DORIS,EVIL TREE #1,2
DORIS,HIS EARS,2
DORIS,HEADLESS HORSEMAN,2
DORIS,FAIRYTALE CREATURES,2
DORIS,EVIL TREE #2,2
DORIS,OTHER PIRATES,2
DORIS,OGRE BABIES,2
DORIS,HOOK,2
DORIS,PUPPET MASTER,2
DRAGON,EVIL DWARFS,2
DORIS,VILLAINS,2
DRAGON,FAIRYTALE CREATURES,2
DRAGON,OGRE BABIES,2
DRAGON,HIS EARS,2
DRAGON,PUPPET MASTER,2
BLIND MOUSE #1,HALL MONITOR,2
BLIND MOUSE #1,GUINEVERRE,2
BLIND MOUSE #1,GRITTED TEETH,2
BLIND MOUSE #1,GINGERBREAD MAN/PINOCCHIO,2
BLIND MOUSE #1,GINGERBREAD MAN,2
BLIND MOUSE #1,GARY,2
BLIND MOUSE #1,FEMALE STUDENT #1,2
BLIND MOUSE #1,EVIL TREES,2
BLIND MOUSE #1,PIGS,2
BLIND MOUSE #1,PIG #2,2
BLIND MOUSE #1,OGRE BABY,2
COSTUME STUDENT 2,VILLAINS,2
CYCLOPS,EVIL TREE #2,2
CYCLOPS,EVIL TREE #1,2
CYCLOPS,HOOK,2
CYCLOPS,HEADLESS HORSEMAN,2
CYCLOPS,OTHER PIRATES,2
CYCLOPS,OGRE BABIES,2
CYCLOPS,VILLAINS,2
DONKEY,FIDDLESWORTH,2
DONKEY,KING HAROLD,2
DONKEY,OGRE BABIES,2
PRINCESSES,PUPPET MASTER,2
DONKEY,RAUL,2
COSTUME STUDENT 1,HEADLESS HORSEMAN,2
COSTUME STUDENT 1,OTHER PIRATES,2
COSTUME STUDENT 1,OGRE BABIES,2
COSTUME STUDENT 1,PUPPET MASTER,2
COSTUME STUDENT 2,EVIL DWARFS,2
COSTUME STUDENT 1,VILLAINS,2
COSTUME STUDENT 2,HEADLESS HORSEMAN,2
COSTUME STUDENT 2,FAIRYTALE CREATURES,2
COSTUME STUDENT 2,EVIL TREE #2,2
COSTUME STUDENT 2,EVIL TREE #1,2
COSTUME STUDENT 2,OTHER PIRATES,2
COSTUME STUDENT 2,OGRE BABIES,2
COSTUME STUDENT 2,HOOK,2
COSTUME STUDENT 2,HIS EARS,2
PRINCESSES,VILLAINS,2
COSTUME STUDENT 2,PUPPET MASTER,2
PRINCIPAL PYNCHLEY,PUPPET MASTER,2
PRINCESSES/PUSS/DONKEY,VILLAINS,2
CINDERELLA,HOOK,2
CINDERELLA,HIS EARS,2
CINDERELLA,HEADLESS HORSEMAN,2
CINDERELLA,PUPPET MASTER,2
CINDERELLA,OTHER PIRATES,2
CINDERELLA,OGRE BABIES,2
CINDERELLA,VILLAINS,2
COSTUME STUDENT 1,FAIRYTALE CREATURES,2
COSTUME STUDENT 1,EVIL TREE #2,2
COSTUME STUDENT 1,EVIL TREE #1,2
COSTUME STUDENT 1,EVIL DWARFS,2
COSTUME STUDENT 1,HOOK,2
COSTUME STUDENT 1,HIS EARS,2
CAPTAIN HOOK,OGRE BABIES,2
CHEERLEADERS,EVIL TREE #2,2
CHEERLEADERS,EVIL TREE #1,2
CHEERLEADERS,EVIL DWARFS,2
CHEERLEADERS,HOOK,2
CHEERLEADERS,HIS EARS,2
CHEERLEADERS,HEADLESS HORSEMAN,2
CHEERLEADERS,FAIRYTALE CREATURES,2
CHEERLEADERS,OTHER PIRATES,2
CHEERLEADERS,OGRE BABIES,2
CHEERLEADERS,PUPPET MASTER,2
CHEERLEADERS,VILLAINS,2
CINDERELLA,FAIRYTALE CREATURES,2
CINDERELLA,EVIL TREE #2,2
CINDERELLA,EVIL TREE #1,2
CINDERELLA,EVIL DWARFS,2
PUPPET MASTER,VAN STUDENT,2
PUPPET MASTER,TIFFANY,2
PUPPET MASTER,TEENAGER,2
PUPPET MASTER,STUDENTS,2
PUPPET MASTER,SNOW WHITE,2
PUPPET MASTER,SLEEPING BEAUTY,2
PUPPET MASTER,RAPUNZEL,2
BY A MONSTER TRYING TO RELATE TO,VILLAINS,2
CAPTAIN HOOK,EVIL DWARFS,2
PUPPET MASTER,QUEEN,2
PRINCIPAL PYNCHLEY,VILLAINS,2
BOHORT,PUPPET MASTER,2
BOHORT,VILLAINS,2
BY A MONSTER TRYING TO RELATE TO,EVIL TREE #2,2
BY A MONSTER TRYING TO RELATE TO,EVIL TREE #1,2
BY A MONSTER TRYING TO RELATE TO,EVIL DWARFS,2
BY A MONSTER TRYING TO RELATE TO,HOOK,2
BY A MONSTER TRYING TO RELATE TO,HEADLESS HORSEMAN,2
BY A MONSTER TRYING TO RELATE TO,OTHER PIRATES,2
BY A MONSTER TRYING TO RELATE TO,OGRE BABIES,2
PUPPET MASTER,XAVIER,2
BLIND MOUSE #1,OGRE,2
BLIND MOUSE #1,NANNY DWARF,2
BLIND MOUSE #1,MOTHER,2
BLIND MOUSE #1,LANCELOT,2
BLIND MOUSE #1,KNIGHT,2
QUIETLY,VILLAINS,2
BLIND MOUSE #1,STUDENTS,2
BLIND MOUSE #1,SNOW WHITE,2
BLIND MOUSE #1,SLEEPING BEAUTY,2
BLIND MOUSE #1,RAPUNZEL,2
BODY,HOOK,2
BODY,HEADLESS HORSEMAN,2
BODY,OTHER PIRATES,2
BODY,OGRE BABIES,2
BODY,VILLAINS,2
BOHORT,EVIL DWARFS,2
BOHORT,FAIRYTALE CREATURES,2
BOHORT,EVIL TREE #2,2
BOHORT,EVIL TREE #1,2
BOHORT,OTHER PIRATES,2
BOHORT,OGRE BABIES,2
BOHORT,HOOK,2
BOHORT,HIS EARS,2
BOHORT,HEADLESS HORSEMAN,2
BLIND MOUSE #1,QUEEN,2
BLIND MOUSE #1,PRINCIPAL PYNCHLEY,2
BLIND MOUSE #1,PRINCESSES,2
QUEEN,VILLAINS,2
BLIND MOUSE #1,XAVIER,2
BLIND MOUSE #1,VAN STUDENT,2
BLIND MOUSE #1,TIFFANY,2
BLIND MOUSE #1,TEENAGER,2
BODY,EVIL TREE #2,2
BODY,EVIL TREE #1,2
BODY,EVIL DWARFS,2
ALL,OGRE BABIES,2
ANNOUNCER,AUDIENCE,2
ANNOUNCER,EVIL TREE #2,2
ANNOUNCER,EVIL TREE #1,2
ANNOUNCER,HOOK,2
ANNOUNCER,HEADLESS HORSEMAN,2
SNOW WHITE,VILLAINS,2
SLEEPING BEAUTY,VILLAINS,2
ANNOUNCER,OTHER PIRATES,2
KNIGHT,VILLAINS,2
KNIGHT,OTHER PIRATES,2
KNIGHT,OGRE BABIES,2
KING HAROLD,SHREK,2
KING HAROLD,QUEEN,2
KNIGHT,PUPPET MASTER,2
VILLAINS,XAVIER,2
VILLAINS,WIZARD HEAD,2
VAN STUDENT,VILLAINS,2
TIFFANY,VILLAINS,2
ACTRESS,PINOCCHIO,1
ACTRESS,PRINCE CHARMING,1
ACTRESS,WAITER,1
ALL,BLIND MOUSE #1,1
KING HAROLD,RUMPLESTILTSKIN,1
KING HAROLD,SHIP CAPTAIN,1
ANNOUNCER,FAIRYTALE CREATURES,1
ANNOUNCER,HIS EARS,1
ANNOUNCER,BLIND MOUSE #1,1
ALL,PUPPET MASTER,1
ALL,FAIRYTALE CREATURES,1
ALL,HIS EARS,1
ACTRESS,OLD LADY,1
BODY,FAIRYTALE CREATURES,1
BLIND MOUSE #1,TEACHER,1
BLIND MOUSE #1,WIZARD HEAD,1
BLIND MOUSE #1,WOLF,1
BLIND MOUSE #1,PRINCESSES/PUSS/DONKEY,1
BODY,PUPPET MASTER,1
BODY,HIS EARS,1
BLIND MOUSE #1,QUIETLY,1
BLIND MOUSE #1,SCRIPT,1
BLIND MOUSE #1,SHOUTING,1
BLIND MOUSE #1,KING HAROLD,1
BLIND MOUSE #1,MERLIN,1
BLIND MOUSE #1,MUFFIN MAN,1
PUPPET MASTER,WIZARD HEAD,1
PUPPET MASTER,WOLF,1
BY A MONSTER TRYING TO RELATE TO,PUPPET MASTER,1
BY A MONSTER TRYING TO RELATE TO,FAIRYTALE CREATURES,1
BY A MONSTER TRYING TO RELATE TO,HIS EARS,1
PUSS,RAUL,1
PUPPET MASTER,QUIETLY,1
CAPTAIN HOOK,KING HAROLD,1
PUPPET MASTER,SCRIPT,1
PUPPET MASTER,SHOUTING,1
PUPPET MASTER,TEACHER,1
PRINCESSES/PUSS/DONKEY,PUPPET MASTER,1
PRINCE CHARMING,WAITER,1
DONKEY,MASTER OF CEREMONIES,1
CYCLOPS,KING HAROLD,1
BLIND MOUSE #1,PINOCCHIO,1
BLIND MOUSE #1,PIRATES,1
BLIND MOUSE #1,EVIL WITCHES,1
BLIND MOUSE #1,GUARD #1,1
BLIND MOUSE #1,GUARD #2,1
DONKEY,WOMAN,1
EVIL DWARF #1,HIS EARS,1
EVIL DWARF #1,PUPPET MASTER,1
EVIL DWARF #1,FAIRYTALE CREATURES,1
PINOCCHIO,WAITER,1
PIRATES,PUPPET MASTER,1
PINOCCHIO,PUPPET MASTER,1
EVIL KNIGHT #1,PUPPET MASTER,1
EVIL KNIGHT #1,HIS EARS,1
EVIL KNIGHT #1,FAIRYTALE CREATURES,1
EVIL QUEEN,KING HAROLD,1
RAUL,SHREK,1
BLIND MOUSE #1,BODY,1
BLIND MOUSE #1,BY A MONSTER TRYING TO RELATE TO,1
BLIND MOUSE #1,EVIL DWARF #1,1
BLIND MOUSE #1,EVIL KNIGHT #1,1
OLD LADY,PINOCCHIO,1
OLD LADY,PRINCE CHARMING,1
OLD LADY,WAITER,1
EVIL WITCHES,HIS EARS,1
EVIL WITCHES,FAIRYTALE CREATURES,1
EVIL WITCHES,PUPPET MASTER,1
FAIRYTALE CREATURES,GUARD #1,1
FAIRYTALE CREATURES,GUARD #2,1
FAIRYTALE CREATURES,HECKLER,1
FAIRYTALE CREATURES,KING HAROLD,1
OGRE,WAITER,1
OGRE,OLD LADY,1
FAIRYTALE CREATURES,MERLIN,1
FAIRYTALE CREATURES,MUFFIN MAN,1
FAIRYTALE CREATURES,OLD LADY,1
FAIRYTALE CREATURES,PIRATES,1
FAIRYTALE CREATURES,PRINCESSES/PUSS/DONKEY,1
FAIRYTALE CREATURES,QUIETLY,1
FAIRYTALE CREATURES,SCRIPT,1
FAIRYTALE CREATURES,SHOUTING,1
FAIRYTALE CREATURES,TEACHER,1
FIDDLESWORTH,MASTER OF CEREMONIES,1
FIDDLESWORTH,PUSS,1
FIDDLESWORTH,RAUL,1
FAIRYTALE CREATURES,WAITER,1
FAIRYTALE CREATURES,WIZARD HEAD,1
FAIRYTALE CREATURES,WOLF,1
MUFFIN MAN,PUPPET MASTER,1
FIONA,WOMAN,1
FIONA,MASTER OF CEREMONIES,1
FIDDLESWORTH,WOMAN,1
GINGERBREAD MAN,WAITER,1
GINGERBREAD MAN,OLD LADY,1
GINGERBREAD MAN,HECKLER,1
GUARD #1,HIS EARS,1
GUARD #2,PUPPET MASTER,1
GUARD #2,HIS EARS,1
GUARD #1,PUPPET MASTER,1
MASTER OF CEREMONIES,WOMAN,1
HECKLER,OGRE,1
HECKLER,OLD LADY,1
HECKLER,PINOCCHIO,1
HECKLER,PRINCE CHARMING,1
MERLIN,PUPPET MASTER,1
SHREK,WOMAN,1
HECKLER,WAITER,1
HIS EARS,KING HAROLD,1
HIS EARS,MERLIN,1
HIS EARS,MUFFIN MAN,1
HIS EARS,PINOCCHIO,1
MASTER OF CEREMONIES,SHREK,1
HIS EARS,PIRATES,1
HIS EARS,PRINCESSES/PUSS/DONKEY,1
HIS EARS,QUIETLY,1
HIS EARS,SCRIPT,1
HIS EARS,SHOUTING,1
HIS EARS,TEACHER,1
HIS EARS,WIZARD HEAD,1
HIS EARS,WOLF,1
KING HAROLD,MABEL,1
KING HAROLD,PIG #1,1
KING HAROLD,PRINCE CHARMING,1
KING HAROLD,PUPPET MASTER,1
ANNOUNCER,PUPPET MASTER,1
ACTRESS,OGRE,1
ACTRESS,HECKLER,1
ACTRESS,GINGERBREAD MAN,1
ACTRESS,FAIRYTALE CREATURES,1
